data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
,123.75,,107.0242424,,116.75,,106.7442424,,106.25,,106.5042424,,95.75,,106.2642424,,85.25,,106.0242424,,74.75,,,85.43938292,83.82592837,82.21247383,80.59901928,78.98556474,77.37211019,75.75865565,74.1452011,72.53174656,70.91829201,69.30483747,67.69138292,66.07792837,64.46447383,62.85101928,61.23756474,59.62411019,58.01065565,56.3972011,54.78374656,53.17029201,,,51.55683747,49.94338292,48.32992837,46.71647383,45.10301928,43.48956474,41.87611019,40.26265565,38.6492011
,124.4166667,,107.4848485,,117.3785714,,107.2048485,,106.8214286,,106.9648485,,96.26428571,,106.7248485,,85.70714286,,106.4848485,,75.15,,,85.84788351,84.22577096,82.6036584,80.98154585,79.35943329,77.73732074,76.11520819,74.49309563,72.87098308,71.24887052,69.62675797,68.00464542,66.38253286,64.76042031,63.13830775,61.5161952,59.89408264,58.27197009,56.64985754,55.02774498,53.40563243,,,51.78351987,50.16140732,48.53929477,46.91718221,45.29506966,43.6729571,42.05084455,40.428732,38.80661944
,,,107.9454545,,,,107.6654545,,,,107.4254545,,,,107.1854545,,,,106.9454545,,,,,,,106.8754545,106.8134545,106.7514545,106.6894545,106.6274545,106.5654545,106.5034545,106.4414545,106.3794545,106.3174545,106.2554545,106.1934545,106.1314545,106.0694545,106.0074545,105.9454545,105.8834545,,,,,,,105.8214545,105.7594545,105.6974545,105.6354545,105.5734545,105.5114545,105.4494545
,,,108.4060606,,,,108.1260606,,,,107.8860606,,,,107.6460606,,,,107.4060606,,,,,,,107.3360606,107.2740606,107.2120606,107.1500606,107.0880606,107.0260606,106.9640606,106.9020606,106.8400606,106.7780606,106.7160606,106.6540606,106.5920606,106.5300606,106.4680606,106.4060606,106.3440606,,,,,,,106.2820606,106.2200606,106.1580606,106.0960606,106.0340606,105.9720606,105.9100606
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
175.0095238,125.0833333,143.7047619,108.8666667,128.052381,118.0071429,109.2695238,108.5866667,90.48666667,107.3928571,71.70380952,108.3466667,52.92095238,96.77857143,34.13809524,108.1066667,15.3552381,86.16428571,-3.427619048,107.8666667,-22.21047619,75.55,-40.99333333,9.717971014,3.626501035,-2.464968944,-8.556438923,-14.6479089,-20.73937888,-26.83084886,-32.92231884,-39.01378882,-45.1052588,-51.19672878,-57.28819876,-63.37966874,-69.47113872,-75.5626087,-81.65407867,-87.74554865,-93.83701863,-99.92848861,-106.0199586,-112.1114286,-118.2028986,-124.2943685,-130.3858385,-136.4773085,-142.5687785,-148.6602484,-154.7517184,-160.8431884,-166.9346584,-173.0261284,-179.1175983,-185.2090683
176.2666667,125.75,144.7333333,109.3272727,128.9666667,118.6357143,110.0466667,109.0472727,91.12666667,107.9642857,72.20666667,108.8072727,53.28666667,97.29285714,34.36666667,108.5672727,15.44666667,86.62142857,-3.473333333,108.3272727,-22.39333333,75.95,-41.31333333,9.670690759,3.536156597,-2.598377564,-8.732911726,-14.86744589,-21.00198005,-27.13651421,-33.27104837,-39.40558253,-45.54011669,-51.67465086,-57.80918502,-63.94371918,-70.07825334,-76.2127875,-82.34732166,-88.48185583,-94.61638999,-100.7509241,-106.8854583,-113.0199925,-119.1545266,-125.2890608,-131.423595,-137.5581291,-143.6926633,-149.8271974,-155.9617316,-162.0962658,-168.2307999,-174.3653341,-180.4998682,-186.6344024
177.5238095,126.4166667,145.7619048,109.7878788,129.8809524,119.2642857,110.8238095,109.5078788,91.76666667,108.5357143,72.70952381,109.2678788,53.65238095,97.80714286,34.5952381,109.0278788,15.53809524,87.07857143,-3.519047619,108.7878788,-22.57619048,76.35,-41.63333333,9.623410503,3.445812159,-2.731786185,-8.909384529,-15.08698287,-21.26458122,-27.44217956,-33.6197779,-39.79737625,-45.97497459,-52.15257293,-58.33017128,-64.50776962,-70.68536797,-76.86296631,-83.04056465,-89.218163,-95.39576134,-101.5733597,-107.750958,-113.9285564,-120.1061547,-126.2837531,-132.4613514,-138.6389497,-144.8165481,-150.9941464,-157.1717448,-163.3493431,-169.5269415,-175.7045398,-181.8821382,-188.0597365
178.7809524,127.0833333,146.7904762,110.2484848,130.7952381,119.8928571,111.6009524,109.9684848,92.40666667,109.1071429,73.21238095,109.7284848,54.01809524,98.32142857,34.82380952,109.4884848,15.62952381,87.53571429,-3.564761905,109.2484848,-22.75904762,76.75,-41.95333333,9.576130247,3.355467721,-2.865194805,-9.085857331,-15.30651986,-21.52718238,-27.74784491,-33.96850743,-40.18916996,-46.40983249,-52.63049501,-58.85115754,-65.07182006,-71.29248259,-77.51314512,-83.73380764,-89.95447017,-96.17513269,-102.3957952,-108.6164577,-114.8371203,-121.0577828,-127.2784453,-133.4991078,-139.7197704,-145.9404329,-152.1610954,-158.381758,-164.6024205,-170.823083,-177.0437455,-183.2644081,-189.4850706
180.0380952,127.75,147.8190476,110.7090909,131.7095238,120.5214286,112.3780952,110.4290909,93.04666667,109.6785714,73.7152381,110.1890909,54.38380952,98.83571429,35.05238095,109.9490909,15.72095238,87.99285714,-3.61047619,109.7090909,-22.94190476,77.15,-42.27333333,9.528849991,3.265123283,-2.998603426,-9.262330134,-15.52605684,-21.78978355,-28.05351026,-34.31723697,-40.58096367,-46.84469038,-53.10841709,-59.3721438,-65.63587051,-71.89959721,-78.16332392,-84.42705063,-90.69077734,-96.95450405,-103.2182308,-109.4819575,-115.7456842,-122.0094109,-128.2731376,-134.5368643,-140.800591,-147.0643177,-153.3280444,-159.5917711,-165.8554978,-172.1192245,-178.3829513,-184.646678,-190.9104047
181.2952381,128.4166667,148.847619,111.169697,132.6238095,121.15,113.1552381,110.889697,93.68666667,110.25,74.21809524,110.649697,54.74952381,99.35,35.28095238,110.409697,15.81238095,88.45,-3.656190476,110.169697,-23.1247619,77.55,-42.59333333,9.481569735,3.174778844,-3.132012046,-9.438802936,-15.74559383,-22.05238472,-28.35917561,-34.6659665,-40.97275739,-47.27954828,-53.58633917,-59.89313006,-66.19992095,-72.50671184,-78.81350273,-85.12029362,-91.42708451,-97.7338754,-104.0406663,-110.3474572,-116.6542481,-122.961039,-129.2678299,-135.5746207,-141.8814116,-148.1882025,-154.4949934,-160.8017843,-167.1085752,-173.4153661,-179.722157,-186.0289479,-192.3357388
,129.0833333,,111.630303,,121.7785714,,111.350303,,110.8214286,,111.110303,,99.86428571,,110.870303,,88.90714286,,110.630303,,77.95,,,89.12612043,87.44340181,85.7606832,84.07796458,82.39524597,80.71252735,79.02980874,77.34709012,75.66437151,73.98165289,72.29893428,70.61621566,68.93349705,67.25077843,65.56805982,63.8853412,62.20262259,60.51990397,58.83718536,57.15446675,55.47174813,,,53.78902952,52.1063109,50.42359229,48.74087367,47.05815506,45.37543644,43.69271783,42.00999921,40.3272806
,129.75,,112.0909091,,122.4071429,,111.8109091,,111.3928571,,111.5709091,,100.3785714,,111.3309091,,89.36428571,,111.0909091,,78.35,,,89.53462102,87.84324439,86.15186777,84.46049115,82.76911452,81.0777379,79.38636128,77.69498465,76.00360803,74.3122314,72.62085478,70.92947816,69.23810153,67.54672491,65.85534829,64.16397166,62.47259504,60.78121842,59.08984179,57.39846517,55.70708855,,,54.01571192,52.3243353,50.63295868,48.94158205,47.25020543,45.55882881,43.86745218,42.17607556,40.48469894
,,,112.5515152,,,,112.2715152,,,,112.0315152,,,,111.7915152,,,,111.5515152,,,,,,,111.4815152,111.4195152,111.3575152,111.2955152,111.2335152,111.1715152,111.1095152,111.0475152,110.9855152,110.9235152,110.8615152,110.7995152,110.7375152,110.6755152,110.6135152,110.5515152,110.4895152,,,,,,,110.4275152,110.3655152,110.3035152,110.2415152,110.1795152,110.1175152,110.0555152
,,,113.0121212,,,,112.7321212,,,,112.4921212,,,,112.2521212,,,,112.0121212,,,,,,,111.9421212,111.8801212,111.8181212,111.7561212,111.6941212,111.6321212,111.5701212,111.5081212,111.4461212,111.3841212,111.3221212,111.2601212,111.1981212,111.1361212,111.0741212,111.0121212,110.9501212,,,,,,,110.8881212,110.8261212,110.7641212,110.7021212,110.6401212,110.5781212,110.5161212
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
182.552381,130.4166667,149.8761905,113.4727273,133.5380952,123.0357143,113.932381,113.1927273,94.32666667,111.9642857,74.72095238,112.9527273,55.1152381,100.8928571,35.50952381,112.7127273,15.90380952,89.82142857,-3.701904762,112.4727273,-23.30761905,78.75,-42.91333333,10.02604555,3.668661773,-2.688722003,-9.046105778,-15.40348955,-21.76087333,-28.11825711,-34.47564088,-40.83302466,-47.19040843,-53.54779221,-59.90517598,-66.26255976,-72.61994353,-78.97732731,-85.33471109,-91.69209486,-98.04947864,-104.4068624,-110.7642462,-117.12163,-123.4790137,-129.8363975,-136.1937813,-142.5511651,-148.9085488,-155.2659326,-161.6233164,-167.9807002,-174.3380839,-180.6954677,-187.0528515,-193.4102353
183.8095238,131.0833333,150.9047619,113.9333333,134.452381,123.6642857,114.7095238,113.6533333,94.96666667,112.5357143,75.22380952,113.4133333,55.48095238,101.4071429,35.73809524,113.1733333,15.9952381,90.27857143,-3.747619048,112.9333333,-23.49047619,79.15,-43.23333333,9.978765293,3.578317335,-2.822130623,-9.222578581,-15.62302654,-22.0234745,-28.42392245,-34.82437041,-41.22481837,-47.62526633,-54.02571429,-60.42616224,-66.8266102,-73.22705816,-79.62750612,-86.02795407,-92.42840203,-98.82884999,-105.2292979,-111.6297459,-118.0301939,-124.4306418,-130.8310898,-137.2315377,-143.6319857,-150.0324337,-156.4328816,-162.8333296,-169.2337775,-175.6342255,-182.0346734,-188.4351214,-194.8355694
185.0666667,131.75,151.9333333,114.3939394,135.3666667,124.2928571,115.4866667,114.1139394,95.60666667,113.1071429,75.72666667,113.8739394,55.84666667,101.9214286,35.96666667,113.6339394,16.08666667,90.73571429,-3.793333333,113.3939394,-23.67333333,79.55,-43.55333333,9.931485037,3.487972897,-2.955539243,-9.399051383,-15.84256352,-22.28607566,-28.7295878,-35.17309994,-41.61661208,-48.06012422,-54.50363636,-60.9471485,-67.39066064,-73.83417278,-80.27768492,-86.72119706,-93.1647092,-99.60822134,-106.0517335,-112.4952456,-118.9387578,-125.3822699,-131.825782,-138.2692942,-144.7128063,-151.1563185,-157.5998306,-164.0433427,-170.4868549,-176.930367,-183.3738792,-189.8173913,-196.2609034
186.3238095,132.4166667,152.9619048,114.8545455,136.2809524,124.9214286,116.2638095,114.5745455,96.24666667,113.6785714,76.22952381,114.3345455,56.21238095,102.4357143,36.1952381,114.0945455,16.17809524,91.19285714,-3.839047619,113.8545455,-23.85619048,79.95,-43.87333333,9.884204781,3.397628458,-3.088947864,-9.575524186,-16.06210051,-22.54867683,-29.03525315,-35.52182947,-42.0084058,-48.49498212,-54.98155844,-61.46813476,-67.95471109,-74.44128741,-80.92786373,-87.41444005,-93.90101637,-100.3875927,-106.874169,-113.3607453,-119.8473217,-126.333898,-132.8204743,-139.3070506,-145.793627,-152.2802033,-158.7667796,-165.2533559,-171.7399322,-178.2265086,-184.7130849,-191.1996612,-197.6862375
187.5809524,133.0833333,153.9904762,115.3151515,137.1952381,125.55,117.0409524,115.0351515,96.88666667,114.25,76.73238095,114.7951515,56.57809524,102.95,36.42380952,114.5551515,16.26952381,91.65,-3.884761905,114.3151515,-24.03904762,80.35,-44.19333333,9.836924525,3.30728402,-3.222356484,-9.751996989,-16.28163749,-22.811278,-29.3409185,-35.87055901,-42.40019951,-48.92984002,-55.45948052,-61.98912102,-68.51876153,-75.04840203,-81.57804254,-88.10768304,-94.63732355,-101.1669641,-107.6966046,-114.2262451,-120.7558856,-127.2855261,-133.8151666,-140.3448071,-146.8744476,-153.4040881,-159.9337286,-166.4633691,-172.9930096,-179.5226501,-186.0522906,-192.5819311,-199.1115716
188.8380952,133.75,155.0190476,115.7757576,138.1095238,126.1785714,117.8180952,115.4957576,97.52666667,114.8214286,77.2352381,115.2557576,56.94380952,103.4642857,36.65238095,115.0157576,16.36095238,92.10714286,-3.93047619,114.7757576,-24.22190476,80.75,-44.51333333,9.789644269,3.216939582,-3.355765104,-9.928469791,-16.50117448,-23.07387916,-29.64658385,-36.21928854,-42.79199322,-49.36469791,-55.9374026,-62.51010728,-69.08281197,-75.65551666,-82.22822134,-88.80092603,-95.37363072,-101.9463354,-108.5190401,-115.0917448,-121.6644495,-128.2371542,-134.8098588,-141.3825635,-147.9552682,-154.5279729,-161.1006776,-167.6733823,-174.246087,-180.8187916,-187.3914963,-193.964201,-200.5369057
,134.4166667,,116.2363636,,126.8071429,,115.9563636,,115.3928571,,115.7163636,,103.9785714,,115.4763636,,92.56428571,,115.2363636,,81.15,,,92.81285793,91.06087525,89.30889256,87.55690988,85.80492719,84.05294451,82.30096183,80.54897914,78.79699646,77.04501377,75.29303109,73.54104841,71.78906572,70.03708304,68.28510035,66.53311767,64.78113499,63.0291523,61.27716962,59.52518693,57.77320425,,,56.02122157,54.26923888,52.5172562,50.76527351,49.01329083,47.26130815,45.50932546,43.75734278,42.00536009
,135.0833333,,116.6969697,,127.4357143,,116.4169697,,115.9642857,,116.1769697,,104.4928571,,115.9369697,,93.02142857,,115.6969697,,81.55,,,93.22135852,91.46071783,89.70007713,87.93943644,86.17879575,84.41815506,82.65751436,80.89687367,79.13623298,77.37559229,75.61495159,73.8543109,72.09367021,70.33302952,68.57238882,66.81174813,65.05110744,63.29046675,61.52982605,59.76918536,58.00854467,,,56.24790397,54.48726328,52.72662259,50.9659819,49.2053412,47.44470051,45.68405982,43.92341913,42.16277843
,,,117.1575758,,,,116.8775758,,,,116.6375758,,,,116.3975758,,,,116.1575758,,,,,,,116.0875758,116.0255758,115.9635758,115.9015758,115.8395758,115.7775758,115.7155758,115.6535758,115.5915758,115.5295758,115.4675758,115.4055758,115.3435758,115.2815758,115.2195758,115.1575758,115.0955758,,,,,,,115.0335758,114.9715758,114.9095758,114.8475758,114.7855758,114.7235758,114.6615758
,,,117.6181818,,,,117.3381818,,,,117.0981818,,,,116.8581818,,,,116.6181818,,,,,,,116.5481818,116.4861818,116.4241818,116.3621818,116.3001818,116.2381818,116.1761818,116.1141818,116.0521818,115.9901818,115.9281818,115.8661818,115.8041818,115.7421818,115.6801818,115.6181818,115.5561818,,,,,,,115.4941818,115.4321818,115.3701818,115.3081818,115.2461818,115.1841818,115.1221818
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
190.0952381,135.75,156.047619,118.0787879,139.0238095,128.0642857,118.5952381,117.7987879,98.16666667,116.5357143,77.73809524,117.5587879,57.30952381,105.0071429,36.88095238,117.3187879,16.45238095,93.47857143,-3.976190476,117.0787879,-24.4047619,81.95,-44.83333333,10.33412008,3.710822511,-2.912475061,-9.535772633,-16.15907021,-22.78236778,-29.40566535,-36.02896292,-42.65226049,-49.27555807,-55.89885564,-62.52215321,-69.14545078,-75.76874835,-82.39204593,-89.0153435,-95.63864107,-102.2619386,-108.8852362,-115.5085338,-122.1318314,-128.7551289,-135.3784265,-142.0017241,-148.6250216,-155.2483192,-161.8716168,-168.4949144,-175.1182119,-181.7415095,-188.3648071,-194.9881046,-201.6114022
191.352381,136.4166667,157.0761905,118.5393939,139.9380952,128.6928571,119.372381,118.2593939,98.80666667,117.1071429,78.24095238,118.0193939,57.6752381,105.5214286,37.10952381,117.7793939,16.54380952,93.93571429,-4.021904762,117.5393939,-24.58761905,82.35,-45.15333333,10.28683983,3.620478073,-3.045883682,-9.712245436,-16.37860719,-23.04496894,-29.7113307,-36.37769245,-43.04405421,-49.71041596,-56.37677772,-63.04313947,-69.70950122,-76.37586298,-83.04222473,-89.70858649,-96.37494824,-103.04131,-109.7076717,-116.3740335,-123.0403953,-129.706757,-136.3731188,-143.0394805,-149.7058423,-156.372204,-163.0385658,-169.7049275,-176.3712893,-183.037651,-189.7040128,-196.3703746,-203.0367363
192.6095238,137.0833333,158.1047619,119,140.852381,129.3214286,120.1495238,118.72,99.44666667,117.6785714,78.74380952,118.48,58.04095238,106.0357143,37.33809524,118.24,16.6352381,94.39285714,-4.067619048,118,-24.77047619,82.75,-45.47333333,10.23955957,3.530133634,-3.179292302,-9.888718238,-16.59814417,-23.30757011,-30.01699605,-36.72642198,-43.43584792,-50.14527386,-56.85469979,-63.56412573,-70.27355167,-76.9829776,-83.69240354,-90.40182947,-97.11125541,-103.8206813,-110.5301073,-117.2395332,-123.9489592,-130.6583851,-137.367811,-144.077237,-150.7866629,-157.4960888,-164.2055148,-170.9149407,-177.6243666,-184.3337926,-191.0432185,-197.7526445,-204.4620704
193.8666667,137.75,159.1333333,119.4606061,141.7666667,129.95,120.9266667,119.1806061,100.0866667,118.25,79.24666667,118.9406061,58.40666667,106.55,37.56666667,118.7006061,16.72666667,94.85,-4.113333333,118.4606061,-24.95333333,83.15,-45.79333333,10.19227931,3.439789196,-3.312700922,-10.06519104,-16.81768116,-23.57017128,-30.3226614,-37.07515152,-43.82764163,-50.58013175,-57.33262187,-64.08511199,-70.83760211,-77.59009223,-84.34258235,-91.09507246,-97.84756258,-104.6000527,-111.3525428,-118.1050329,-124.8575231,-131.6100132,-138.3625033,-145.1149934,-151.8674835,-158.6199736,-165.3724638,-172.1249539,-178.877444,-185.6299341,-192.3824242,-199.1349144,-205.8874045
195.1238095,138.4166667,160.1619048,119.9212121,142.6809524,130.5785714,121.7038095,119.6412121,100.7266667,118.8214286,79.74952381,119.4012121,58.77238095,107.0642857,37.7952381,119.1612121,16.81809524,95.30714286,-4.159047619,118.9212121,-25.13619048,83.55,-46.11333333,10.14499906,3.349444758,-3.446109543,-10.24166384,-17.03721814,-23.83277244,-30.62832675,-37.42388105,-44.21943535,-51.01498965,-57.81054395,-64.60609825,-71.40165255,-78.19720685,-84.99276115,-91.78831545,-98.58386975,-105.3794241,-112.1749784,-118.9705327,-125.766087,-132.5616413,-139.3571956,-146.1527499,-152.9483042,-159.7438585,-166.5394128,-173.3349671,-180.1305214,-186.9260757,-193.72163,-200.5171843,-207.3127386
196.3809524,139.0833333,161.1904762,120.3818182,143.5952381,131.2071429,122.4809524,120.1018182,101.3666667,119.3928571,80.25238095,119.8618182,59.13809524,107.5785714,38.02380952,119.6218182,16.90952381,95.76428571,-4.204761905,119.3818182,-25.31904762,83.95,-46.43333333,10.0977188,3.25910032,-3.579518163,-10.41813665,-17.25675513,-24.09537361,-30.93399209,-37.77261058,-44.61122906,-51.44984754,-58.28846603,-65.12708451,-71.96570299,-78.80432148,-85.64293996,-92.48155844,-99.32017692,-106.1587954,-112.9974139,-119.8360324,-126.6746509,-133.5132693,-140.3518878,-147.1905063,-154.0291248,-160.8677433,-167.7063618,-174.5449802,-181.3835987,-188.2222172,-195.0608357,-201.8994542,-208.7380727
,139.75,,120.8424242,,131.8357143,,120.5624242,,119.9642857,,120.3224242,,108.0928571,,120.0824242,,96.22142857,,119.8424242,,84.35,,,96.49959543,94.67834868,92.85710193,91.03585518,89.21460842,87.39336167,85.57211492,83.75086816,81.92962141,80.10837466,78.2871279,76.46588115,74.6446344,72.82338764,71.00214089,69.18089414,67.35964738,65.53840063,63.71715388,61.89590712,60.07466037,,,58.25341362,56.43216686,54.61092011,52.78967336,50.9684266,49.14717985,47.3259331,45.50468634,43.68343959
,140.4166667,,121.3030303,,132.4642857,,121.0230303,,120.5357143,,120.7830303,,108.6071429,,120.5430303,,96.67857143,,120.3030303,,84.75,,,96.90809603,95.07819126,93.2482865,91.41838174,89.58847698,87.75857222,85.92866745,84.09876269,82.26885793,80.43895317,78.60904841,76.77914364,74.94923888,73.11933412,71.28942936,69.4595246,67.62961983,65.79971507,63.96981031,62.13990555,60.31000079,,,58.48009603,56.65019126,54.8202865,52.99038174,51.16047698,49.33057222,47.50066745,45.67076269,43.84085793
,,,121.7636364,,,,121.4836364,,,,121.2436364,,,,121.0036364,,,,120.7636364,,,,,,,120.6936364,120.6316364,120.5696364,120.5076364,120.4456364,120.3836364,120.3216364,120.2596364,120.1976364,120.1356364,120.0736364,120.0116364,119.9496364,119.8876364,119.8256364,119.7636364,119.7016364,,,,,,,119.6396364,119.5776364,119.5156364,119.4536364,119.3916364,119.3296364,119.2676364
,,,122.2242424,,,,121.9442424,,,,121.7042424,,,,121.4642424,,,,121.2242424,,,,,,,121.1542424,121.0922424,121.0302424,120.9682424,120.9062424,120.8442424,120.7822424,120.7202424,120.6582424,120.5962424,120.5342424,120.4722424,120.4102424,120.3482424,120.2862424,120.2242424,120.1622424,,,,,,,120.1002424,120.0382424,119.9762424,119.9142424,119.8522424,119.7902424,119.7282424
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
197.6380952,141.0833333,162.2190476,122.6848485,144.5095238,133.0928571,123.2580952,122.4048485,102.0066667,121.1071429,80.7552381,122.1648485,59.50380952,109.1214286,38.25238095,121.9248485,17.00095238,97.13571429,-4.25047619,121.6848485,-25.50190476,85.15,-46.75333333,10.64219462,3.752983249,-3.13622812,-10.02543949,-16.91465086,-23.80386222,-30.69307359,-37.58228496,-44.47149633,-51.3607077,-58.24991907,-65.13913043,-72.0283418,-78.91755317,-85.80676454,-92.69597591,-99.58518728,-106.4743986,-113.36361,-120.2528214,-127.1420327,-134.0312441,-140.9204555,-147.8096669,-154.6988782,-161.5880896,-168.477301,-175.3665123,-182.2557237,-189.1449351,-196.0341464,-202.9233578,-209.8125692
198.8952381,141.75,163.247619,123.1454545,145.4238095,133.7214286,124.0352381,122.8654545,102.6466667,121.6785714,81.25809524,122.6254545,59.86952381,109.6357143,38.48095238,122.3854545,17.09238095,97.59285714,-4.296190476,122.1454545,-25.6847619,85.55,-47.07333333,10.59491436,3.66263881,-3.26963674,-10.20191229,-17.13418784,-24.06646339,-30.99873894,-37.93101449,-44.86329004,-51.79556559,-58.72784114,-65.66011669,-72.59239225,-79.5246678,-86.45694335,-93.3892189,-100.3214944,-107.25377,-114.1860455,-121.1183211,-128.0505966,-134.9828722,-141.9151478,-148.8474233,-155.7796989,-162.7119744,-169.64425,-176.5765255,-183.5088011,-190.4410766,-197.3733522,-204.3056277,-211.2379033
200.152381,142.4166667,164.2761905,123.6060606,146.3380952,134.35,124.812381,123.3260606,103.2866667,122.25,81.76095238,123.0860606,60.2352381,110.15,38.70952381,122.8460606,17.18380952,98.05,-4.341904762,122.6060606,-25.86761905,85.95,-47.39333333,10.54763411,3.572294372,-3.40304536,-10.37838509,-17.35372483,-24.32906456,-31.30440429,-38.27974402,-45.25508376,-52.23042349,-59.20576322,-66.18110296,-73.15644269,-80.13178242,-87.10712215,-94.08246189,-101.0578016,-108.0331414,-115.0084811,-121.9838208,-128.9591605,-135.9345003,-142.90984,-149.8851797,-156.8605195,-163.8358592,-170.8111989,-177.7865387,-184.7618784,-191.7372181,-198.7125579,-205.6878976,-212.6632373
201.4095238,143.0833333,165.3047619,124.0666667,147.252381,134.9785714,125.5895238,123.7866667,103.9266667,122.8214286,82.26380952,123.5466667,60.60095238,110.6642857,38.93809524,123.3066667,17.2752381,98.50714286,-4.387619048,123.0666667,-26.05047619,86.35,-47.71333333,10.50035385,3.481949934,-3.536453981,-10.5548579,-17.57326181,-24.59166573,-31.61006964,-38.62847356,-45.64687747,-52.66528139,-59.6836853,-66.70208922,-73.72049313,-80.73889704,-87.75730096,-94.77570487,-101.7941088,-108.8125127,-115.8309166,-122.8493205,-129.8677244,-136.8861284,-143.9045323,-150.9229362,-157.9413401,-164.959744,-171.9781479,-178.9965519,-186.0149558,-193.0333597,-200.0517636,-207.0701675,-214.0885714
202.6666667,143.75,166.3333333,124.5272727,148.1666667,135.6071429,126.3666667,124.2472727,104.5666667,123.3928571,82.76666667,124.0072727,60.96666667,111.1785714,39.16666667,123.7672727,17.36666667,98.96428571,-4.433333333,123.5272727,-26.23333333,86.75,-48.03333333,10.45307359,3.391605496,-3.669862601,-10.7313307,-17.7927988,-24.85426689,-31.91573499,-38.97720309,-46.03867118,-53.10013928,-60.16160738,-67.22307548,-74.28454357,-81.34601167,-88.40747977,-95.46894786,-102.530416,-109.5918841,-116.6533522,-123.7148203,-130.7762883,-137.8377564,-144.8992245,-151.9606926,-159.0221607,-166.0836288,-173.1450969,-180.206565,-187.2680331,-194.3295012,-201.3909693,-208.4524374,-215.5139055
203.9238095,144.4166667,167.3619048,124.9878788,149.0809524,136.2357143,127.1438095,124.7078788,105.2066667,123.9642857,83.26952381,124.4678788,61.33238095,111.6928571,39.3952381,124.2278788,17.45809524,99.42142857,-4.479047619,123.9878788,-26.41619048,87.15,-48.35333333,10.40579334,3.301261058,-3.803271222,-10.9078035,-18.01233578,-25.11686806,-32.22140034,-39.32593262,-46.4304649,-53.53499718,-60.63952946,-67.74406174,-74.84859401,-81.95312629,-89.05765857,-96.16219085,-103.2667231,-110.3712554,-117.4757877,-124.58032,-131.6848522,-138.7893845,-145.8939168,-152.9984491,-160.1029814,-167.2075136,-174.3120459,-181.4165782,-188.5211105,-195.6256428,-202.730175,-209.8347073,-216.9392396
,145.0833333,,125.4484848,,136.8642857,,125.1684848,,124.5357143,,124.9284848,,112.2071429,,124.6884848,,99.87857143,,124.4484848,,87.55,,,100.1863329,98.29582212,96.40531129,94.51480047,92.62428965,90.73377883,88.843268,86.95275718,85.06224636,83.17173554,81.28122471,79.39071389,77.50020307,75.60969225,73.71918142,71.8286706,69.93815978,68.04764896,66.15713813,64.26662731,62.37611649,,,60.48560567,58.59509484,56.70458402,54.8140732,52.92356238,51.03305155,49.14254073,47.25202991,45.36151909
,145.75,,125.9090909,,137.4928571,,125.6290909,,125.1071429,,125.3890909,,112.7214286,,125.1490909,,100.3357143,,124.9090909,,87.95,,,100.5948335,98.6956647,96.79649587,94.89732704,92.99815821,91.09898937,89.19982054,87.30065171,85.40148288,83.50231405,81.60314522,79.70397639,77.80480756,75.90563872,74.00646989,72.10730106,70.20813223,68.3089634,66.40979457,64.51062574,62.61145691,,,60.71228808,58.81311924,56.91395041,55.01478158,53.11561275,51.21644392,49.31727509,47.41810626,45.51893743
,,,126.369697,,,,126.089697,,,,125.849697,,,,125.609697,,,,125.369697,,,,,,,125.299697,125.237697,125.175697,125.113697,125.051697,124.989697,124.927697,124.865697,124.803697,124.741697,124.679697,124.617697,124.555697,124.493697,124.431697,124.369697,124.307697,,,,,,,124.245697,124.183697,124.121697,124.059697,123.997697,123.935697,123.873697
